time,temp_rtd [°C],temp_r [°C],temp_p [°C],humi_r [%],pressure_r [hPa],pressure_p [hPa]
2020-05-17 16:27:04,37.4779,39.3242,38.4985,37.3266,1012.8130,1013.6398
2020-05-17 16:27:11,37.4599,39.3056,38.4793,37.3325,1012.8502,1013.6550
2020-05-17 16:27:18,37.4420,39.2870,38.4602,37.3849,1012.8603,1013.7053
2020-05-17 16:27:25,37.4241,39.2685,38.4412,37.4083,1012.7619,1013.6210
2020-05-17 16:27:31,37.4063,39.2501,38.4222,37.4548,1012.8432,1013.5941
2020-05-17 16:27:38,37.3885,39.2316,38.4032,37.4724,1012.7464,1013.6748
2020-05-17 16:27:44,37.3708,39.2132,38.3843,37.4957,1012.8734,1013.5981
2020-05-17 16:27:51,37.3531,39.1949,38.3655,37.5306,1012.8378,1013.6022
2020-05-17 16:27:58,37.3355,39.1766,38.3466,37.5713,1012.7751,1013.6291
2020-05-17 16:28:05,37.3179,39.1584,38.3279,37.5946,1012.7665,1013.5946
2020-05-17 16:28:11,37.3003,39.1402,38.3092,37.6179,1012.7495,1013.5869
2020-05-17 16:28:18,37.2828,39.1220,38.2905,37.6470,1012.8409,1013.5986
2020-05-17 16:28:24,37.2654,39.1039,38.2719,37.6877,1012.7596,1013.6103
2020-05-17 16:28:31,37.2480,39.0858,38.2533,37.7401,1012.8068,1013.5834
2020-05-17 16:28:38,37.2306,39.0678,38.2348,37.7576,1012.7712,1013.6488
2020-05-17 16:28:45,37.2133,39.0498,38.2164,37.7926,1012.8370,1013.6371
2020-05-17 16:28:51,37.1960,39.0319,38.1979,37.8100,1012.8184,1013.6605
2020-05-17 16:28:58,37.1788,39.0140,38.1796,37.8450,1012.7657,1013.6605
2020-05-17 16:29:04,37.1616,38.9961,38.1613,37.8740,1012.8014,1013.6107
2020-05-17 16:29:11,37.1445,38.9783,38.1430,37.8973,1012.7843,1013.6031
2020-05-17 16:29:18,37.1274,38.9606,38.1248,37.9206,1012.8215,1013.6416
2020-05-17 16:29:24,37.1103,38.9429,38.1066,37.9381,1012.8401,1013.6685
2020-05-17 16:29:31,37.0934,38.9252,38.0885,37.9904,1012.8501,1013.6802
2020-05-17 16:29:38,37.0764,38.9076,38.0704,38.0312,1012.8602,1013.6380
2020-05-17 16:29:45,37.0595,38.8900,38.0524,38.0777,1012.8517,1013.6380
2020-05-17 16:29:51,37.0426,38.8724,38.0344,38.0544,1012.8060,1013.6380
2020-05-17 16:29:59,37.0258,38.8549,38.0164,38.1068,1012.7804,1013.6497
2020-05-17 16:30:05,37.0090,38.8375,37.9985,38.1184,1012.7719,1013.5731
2020-05-17 16:30:13,36.9923,38.8201,37.9807,38.1650,1012.7649,1013.5923
2020-05-17 16:30:19,36.9756,38.8027,37.9629,38.1941,1012.7935,1013.5999
2020-05-17 16:30:26,36.9589,38.7853,37.9451,38.2231,1012.8020,1013.6232
2020-05-17 16:30:32,36.9423,38.7680,37.9274,38.2464,1012.7749,1013.6232
2020-05-17 16:30:40,36.9257,38.7508,37.9097,38.2814,1012.7780,1013.6425
2020-05-17 16:30:46,36.9092,38.7336,37.8921,38.3221,1012.7966,1013.5735
2020-05-17 16:30:53,36.8927,38.7164,37.8745,38.3221,1012.7695,1013.6084
2020-05-17 16:31:00,36.8763,38.6993,37.8570,38.3453,1012.7695,1013.5775
2020-05-17 16:31:07,36.8599,38.6822,37.8395,38.3802,1012.7710,1013.6774
2020-05-17 16:31:13,36.8435,38.6651,37.8221,38.4035,1012.8082,1013.5892
2020-05-17 16:31:20,36.8272,38.6481,37.8047,38.4500,1012.7725,1013.6084
2020-05-17 16:31:27,36.8109,38.6311,37.7873,38.4733,1012.8097,1013.6277
2020-05-17 16:31:34,36.7946,38.6142,37.7700,38.5198,1012.7841,1013.6317
2020-05-17 16:31:40,36.7785,38.5973,37.7527,38.5372,1012.7841,1013.7316
2020-05-17 16:31:47,36.7623,38.5804,37.7354,38.5489,1012.7585,1013.6241
2020-05-17 16:31:54,36.7462,38.5636,37.7183,38.5779,1012.8127,1013.6165
2020-05-17 16:32:00,36.7301,38.5468,37.7011,38.6419,1012.8328,1013.6012
2020-05-17 16:32:07,36.7141,38.5301,37.6840,38.6419,1012.8414,1013.7088
2020-05-17 16:32:14,36.6981,38.5134,37.6670,38.6825,1012.8328,1013.6935
2020-05-17 16:32:21,36.6821,38.4967,37.6499,38.7174,1012.8429,1013.7397
2020-05-17 16:32:28,36.6662,38.4801,37.6330,38.7291,1012.7802,1013.5555
2020-05-17 16:32:35,36.6503,38.4635,37.6160,38.7697,1012.7631,1013.6783
2020-05-17 16:32:41,36.6345,38.4469,37.5992,38.7930,1012.7646,1013.7168
2020-05-17 16:32:48,36.6187,38.4304,37.5823,38.8221,1012.7661,1013.7321
2020-05-17 16:32:55,36.6030,38.4139,37.5655,38.8395,1012.8645,1013.6594
2020-05-17 16:33:02,36.5873,38.3975,37.5487,38.8802,1012.8219,1013.6980
2020-05-17 16:33:09,36.5716,38.3811,37.5320,38.9035,1012.7677,1013.7248
2020-05-17 16:33:16,36.5559,38.3647,37.5153,38.9441,1012.7948,1013.6903
2020-05-17 16:33:23,36.5403,38.3484,37.4987,38.9324,1012.7762,1013.5945
2020-05-17 16:33:30,36.5248,38.3322,37.4820,38.9789,1012.7320,1013.6482
2020-05-17 16:33:37,36.5092,38.3159,37.4655,38.9790,1012.7877,1013.6061
2020-05-17 16:33:44,36.4938,38.2998,37.4490,39.0254,1012.7521,1013.6253
2020-05-17 16:33:50,36.4783,38.2836,37.4325,39.0370,1012.8148,1013.6639
2020-05-17 16:33:58,36.4629,38.2675,37.4160,39.0951,1012.7978,1013.7100
2020-05-17 16:34:04,36.4476,38.2514,37.3996,39.1067,1012.8078,1013.7293
2020-05-17 16:34:12,36.4323,38.2354,37.3833,39.1474,1012.7908,1013.7561
2020-05-17 16:34:18,36.4170,38.2194,37.3669,39.1532,1012.7722,1013.6948
2020-05-17 16:34:26,36.4017,38.2034,37.3507,39.1939,1012.8008,1013.6871
2020-05-17 16:34:32,36.3865,38.1875,37.3344,39.2287,1012.7652,1013.6948
2020-05-17 16:34:40,36.3713,38.1716,37.3182,39.2346,1012.7396,1013.6566
2020-05-17 16:34:46,36.3562,38.1557,37.3021,39.2868,1012.7497,1013.6566
2020-05-17 16:34:53,36.3410,38.1399,37.2860,39.3100,1012.7768,1013.6607
2020-05-17 16:35:00,36.3260,38.1241,37.2699,39.3391,1012.7512,1013.6607
2020-05-17 16:35:07,36.3110,38.1084,37.2538,39.3391,1012.7512,1013.6414
2020-05-17 16:35:14,36.2960,38.0926,37.2378,39.3739,1012.7070,1013.5917
2020-05-17 16:35:21,36.2810,38.0769,37.2219,39.4204,1012.7171,1013.6262
2020-05-17 16:35:28,36.2661,38.0613,37.2059,39.4145,1012.6529,1013.6530
2020-05-17 16:35:35,36.2512,38.0457,37.1901,39.4378,1012.7442,1013.6647
2020-05-17 16:35:42,36.2364,38.0301,37.1742,39.4668,1012.7356,1013.6570
2020-05-17 16:35:49,36.2216,38.0146,37.1584,39.4958,1012.7271,1013.6342
2020-05-17 16:35:56,36.2068,37.9991,37.1426,39.5016,1012.7271,1013.5957
2020-05-17 16:36:03,36.1921,37.9837,37.1269,39.5771,1012.7828,1013.6458
2020-05-17 16:36:10,36.1774,37.9683,37.1112,39.5887,1012.6930,1013.6382
2020-05-17 16:36:17,36.1628,37.9529,37.0956,39.6293,1012.7030,1013.5768
2020-05-17 16:36:24,36.1481,37.9375,37.0800,39.6235,1012.7843,1013.6458
2020-05-17 16:36:31,36.1335,37.9222,37.0644,39.6583,1012.7657,1013.6574
2020-05-17 16:36:37,36.1190,37.9069,37.0488,39.7047,1012.7131,1013.6229
2020-05-17 16:36:45,36.1045,37.8917,37.0333,39.7454,1012.7502,1013.6422
2020-05-17 16:36:51,36.0900,37.8765,37.0179,39.7686,1012.7331,1013.6691
2020-05-17 16:36:58,36.0755,37.8613,37.0024,39.7860,1012.7432,1013.6117
2020-05-17 16:37:05,36.0611,37.8461,36.9870,39.7918,1012.7617,1013.5965
2020-05-17 16:37:12,36.0467,37.8310,36.9717,39.7918,1012.7432,1013.5848
2020-05-17 16:37:19,36.0324,37.8159,36.9564,39.8614,1012.7617,1013.5812
2020-05-17 16:37:26,36.0181,37.8009,36.9411,39.8672,1012.6905,1013.5812
2020-05-17 16:37:33,36.0038,37.7859,36.9258,39.8963,1012.7462,1013.6350
2020-05-17 16:37:40,35.9896,37.7709,36.9106,39.9311,1012.7462,1013.6273
2020-05-17 16:37:47,35.9754,37.7560,36.8954,39.9369,1012.7020,1013.5852
2020-05-17 16:37:54,35.9612,37.7411,36.8803,39.9717,1012.7562,1013.6045
2020-05-17 16:38:01,35.9470,37.7262,36.8652,39.9949,1012.6223,1013.5507
2020-05-17 16:38:08,35.9329,37.7114,36.8501,40.0181,1012.7035,1013.5471
2020-05-17 16:38:15,35.9189,37.6966,36.8350,40.0123,1012.6865,1013.6662
2020-05-17 16:38:22,35.9048,37.6818,36.8200,40.0529,1012.7407,1013.6048
2020-05-17 16:38:29,35.8908,37.6671,36.8051,40.0877,1012.6950,1013.6048
2020-05-17 16:38:36,35.8768,37.6524,36.7901,40.0819,1012.7321,1013.6393
2020-05-17 16:38:43,35.8629,37.6377,36.7752,40.1225,1012.7136,1013.5972
2020-05-17 16:38:50,35.8490,37.6231,36.7604,40.1515,1012.7507,1013.6048
2020-05-17 16:38:57,35.8351,37.6085,36.7455,40.1399,1012.6439,1013.5972
2020-05-17 16:39:04,35.8212,37.5939,36.7307,40.2037,1012.6624,1013.5130
2020-05-17 16:39:11,35.8074,37.5794,36.7160,40.2211,1012.6624,1013.5399
2020-05-17 16:39:18,35.7936,37.5649,36.7012,40.2617,1012.6910,1013.6205
2020-05-17 16:39:25,35.7799,37.5504,36.6866,40.2733,1012.7081,1013.5784
2020-05-17 16:39:32,35.7661,37.5360,36.6719,40.3313,1012.6840,1013.5900
2020-05-17 16:39:39,35.7525,37.5216,36.6573,40.3255,1012.6554,1013.5631
2020-05-17 16:39:46,35.7388,37.5072,36.6427,40.3603,1012.6383,1013.6052
2020-05-17 16:39:53,35.7252,37.4928,36.6281,40.3835,1012.6298,1013.5595
2020-05-17 16:40:00,35.7116,37.4785,36.6136,40.3951,1012.6840,1013.5671
2020-05-17 16:40:07,35.6980,37.4643,36.5991,40.4414,1012.7125,1013.5057
2020-05-17 16:40:14,35.6845,37.4500,36.5846,40.4472,1012.6769,1013.5174
2020-05-17 16:40:21,35.6710,37.4358,36.5702,40.4588,1012.7311,1013.5519
2020-05-17 16:40:28,35.6575,37.4216,36.5558,40.4936,1012.7140,1013.5559
2020-05-17 16:40:35,35.6441,37.4075,36.5414,40.4994,1012.6870,1013.5366
2020-05-17 16:40:43,35.6307,37.3933,36.5271,40.5574,1012.6699,1013.5482
2020-05-17 16:40:49,35.6173,37.3792,36.5128,40.5748,1012.6529,1013.5137
2020-05-17 16:40:57,35.6040,37.3652,36.4985,40.5980,1012.7070,1013.5943
2020-05-17 16:41:03,35.5907,37.3512,36.4843,40.6211,1012.6443,1013.4869
2020-05-17 16:41:11,35.5774,37.3372,36.4701,40.6443,1012.6543,1013.5522
2020-05-17 16:41:17,35.5641,37.3232,36.4559,40.6791,1012.7356,1013.5983
2020-05-17 16:41:25,35.5509,37.3093,36.4417,40.7081,1012.6543,1013.5522
2020-05-17 16:41:32,35.5377,37.2954,36.4276,40.7255,1012.6744,1013.5638
2020-05-17 16:41:39,35.5246,37.2815,36.4136,40.7429,1012.7371,1013.5831
2020-05-17 16:41:46,35.5114,37.2676,36.3995,40.7892,1012.6844,1013.5217
2020-05-17 16:41:53,35.4983,37.2538,36.3855,40.8008,1012.6488,1013.5486
2020-05-17 16:42:00,35.4853,37.2400,36.3716,40.8124,1012.6674,1013.5602
2020-05-17 16:42:07,35.4722,37.2263,36.3576,40.8298,1012.6759,1013.6063
2020-05-17 16:42:14,35.4592,37.2125,36.3437,40.8646,1012.6674,1013.5526
2020-05-17 16:42:22,35.4462,37.1988,36.3299,40.8703,1012.5505,1013.4912
2020-05-17 16:42:28,35.4333,37.1852,36.3160,40.8935,1012.6403,1013.5718
2020-05-17 16:42:36,35.4204,37.1716,36.3022,40.9399,1012.6147,1013.5758
2020-05-17 16:42:43,35.4075,37.1580,36.2884,40.9457,1012.6247,1013.5566
2020-05-17 16:42:50,35.3946,37.1444,36.2747,40.9920,1012.6603,1013.5490
2020-05-17 16:42:57,35.3818,37.1308,36.2610,41.0094,1012.5891,1013.4876
2020-05-17 16:43:04,35.3690,37.1173,36.2473,41.0326,1012.6889,1013.5413
2020-05-17 16:43:11,35.3562,37.1038,36.2336,41.0326,1012.5991,1013.4992
2020-05-17 16:43:19,35.3435,37.0903,36.2200,41.0731,1012.6648,1013.5185
2020-05-17 16:43:26,35.3308,37.0769,36.2064,41.1021,1012.6106,1013.5453
2020-05-17 16:43:33,35.3181,37.0635,36.1928,41.1137,1012.6277,1013.5914
2020-05-17 16:43:40,35.3054,37.0501,36.1793,41.1253,1012.6733,1013.6030
2020-05-17 16:43:47,35.2928,37.0368,36.1658,41.1253,1012.5836,1013.5493
2020-05-17 16:43:54,35.2802,37.0235,36.1523,41.1832,1012.6748,1013.5301
2020-05-17 16:44:02,35.2676,37.0102,36.1389,41.2063,1012.6933,1013.5686
2020-05-17 16:44:09,35.2551,36.9969,36.1255,41.2237,1012.6206,1013.5686
2020-05-17 16:44:16,35.2426,36.9837,36.1121,41.2411,1012.6036,1013.5686
2020-05-17 16:44:23,35.2301,36.9705,36.0988,41.2469,1012.6663,1013.5264
2020-05-17 16:44:31,35.2176,36.9573,36.0855,41.2874,1012.7204,1013.5533
2020-05-17 16:44:38,35.2052,36.9442,36.0722,41.3222,1012.5695,1013.5457
2020-05-17 16:44:45,35.1928,36.9311,36.0589,41.3222,1012.6492,1013.5457
2020-05-17 16:44:52,35.1804,36.9180,36.0457,41.3511,1012.5795,1013.5036
2020-05-17 16:45:00,35.1680,36.9050,36.0325,41.3685,1012.5880,1013.5765
2020-05-17 16:45:07,35.1557,36.8919,36.0193,41.4090,1012.6336,1013.4615
2020-05-17 16:45:15,35.1434,36.8790,36.0062,41.4091,1012.5610,1013.4923
2020-05-17 16:45:22,35.1311,36.8660,35.9931,41.4322,1012.6522,1013.5344
2020-05-17 16:45:29,35.1189,36.8530,35.9800,41.4496,1012.6351,1013.4847
2020-05-17 16:45:37,35.1067,36.8401,35.9669,41.4785,1012.6266,1013.5805
2020-05-17 16:45:44,35.0945,36.8272,35.9539,41.5249,1012.7078,1013.5384
2020-05-17 16:45:51,35.0823,36.8144,35.9409,41.5075,1012.6080,1013.5232
2020-05-17 16:45:58,35.0702,36.8015,35.9279,41.5596,1012.6366,1013.4771
2020-05-17 16:46:06,35.0581,36.7887,35.9150,41.5827,1012.6195,1013.5424
2020-05-17 16:46:13,35.0460,36.7760,35.9021,41.6001,1012.5839,1013.4887
2020-05-17 16:46:21,35.0339,36.7632,35.8892,41.6175,1012.6381,1013.4618
2020-05-17 16:46:28,35.0219,36.7505,35.8763,41.6406,1012.6110,1013.4658
2020-05-17 16:46:35,35.0099,36.7378,35.8635,41.6638,1012.6566,1013.5925
2020-05-17 16:46:42,34.9979,36.7251,35.8507,41.6927,1012.7108,1013.6269
2020-05-17 16:46:50,34.9859,36.7125,35.8379,41.7275,1012.6040,1013.5387
2020-05-17 16:46:57,34.9740,36.6998,35.8252,41.7391,1012.6396,1013.4429
2020-05-17 16:47:04,34.9621,36.6873,35.8125,41.7680,1012.5869,1013.5580
2020-05-17 16:47:11,34.9502,36.6747,35.7998,41.7738,1012.5954,1013.6041
2020-05-17 16:47:19,34.9384,36.6621,35.7871,41.8085,1012.6410,1013.5620
2020-05-17 16:47:26,34.9266,36.6496,35.7744,41.8317,1012.6681,1013.5696
2020-05-17 16:47:34,34.9148,36.6371,35.7618,41.8374,1012.6155,1013.4738
2020-05-17 16:47:40,34.9030,36.6247,35.7493,41.8548,1012.6696,1013.5006
2020-05-17 16:47:48,34.8912,36.6123,35.7367,41.8953,1012.6155,1013.4854
2020-05-17 16:47:55,34.8795,36.5999,35.7242,41.9069,1012.6425,1013.5391
2020-05-17 16:48:03,34.8678,36.5875,35.7117,41.9300,1012.6255,1013.5775
2020-05-17 16:48:10,34.8561,36.5751,35.6992,41.9590,1012.6084,1013.5162
2020-05-17 16:48:18,34.8445,36.5628,35.6867,41.9590,1012.6440,1013.5699
2020-05-17 16:48:25,34.8329,36.5505,35.6743,41.9879,1012.6084,1013.4933
2020-05-17 16:48:33,34.8213,36.5382,35.6619,42.0226,1012.6269,1013.4817
2020-05-17 16:48:40,34.8097,36.5260,35.6495,42.0226,1012.6184,1013.4933
2020-05-17 16:48:48,34.7982,36.5137,35.6372,42.0573,1012.5743,1013.4472
2020-05-17 16:48:55,34.7866,36.5015,35.6249,42.0921,1012.6013,1013.4857
2020-05-17 16:49:02,34.7751,36.4894,35.6126,42.1036,1012.6469,1013.4933
2020-05-17 16:49:10,34.7636,36.4772,35.6003,42.1557,1012.6484,1013.5394
2020-05-17 16:49:17,34.7522,36.4651,35.5881,42.1499,1012.6214,1013.5586
2020-05-17 16:49:25,34.7408,36.4529,35.5759,42.1846,1012.5416,1013.5394
2020-05-17 16:49:32,34.7294,36.4408,35.5637,42.2077,1012.6499,1013.4744
2020-05-17 16:49:39,34.7180,36.4288,35.5515,42.2482,1012.6414,1013.5550
2020-05-17 16:49:46,34.7066,36.4167,35.5394,42.2598,1012.5787,1013.4131
2020-05-17 16:49:54,34.6953,36.4047,35.5273,42.2829,1012.5802,1013.5397
2020-05-17 16:50:01,34.6840,36.3927,35.5152,42.3003,1012.6514,1013.5129
2020-05-17 16:50:09,34.6727,36.3807,35.5031,42.3118,1012.6072,1013.4708
2020-05-17 16:50:16,34.6615,36.3687,35.4911,42.3350,1012.5902,1013.4784
2020-05-17 16:50:24,34.6502,36.3568,35.4791,42.3408,1012.5987,1013.5321
2020-05-17 16:50:32,34.6390,36.3449,35.4671,42.3523,1012.6728,1013.5169
2020-05-17 16:50:39,34.6278,36.3330,35.4551,42.3697,1012.5817,1013.5629
2020-05-17 16:50:47,34.6167,36.3212,35.4432,42.4275,1012.5731,1013.4555
2020-05-17 16:50:54,34.6055,36.3093,35.4312,42.4044,1012.5190,1013.4824
2020-05-17 16:51:02,34.5944,36.2975,35.4194,42.4160,1012.5731,1013.4403
2020-05-17 16:51:09,34.5833,36.2858,35.4075,42.4449,1012.5902,1013.4824
2020-05-17 16:51:17,34.5722,36.2740,35.3956,42.4506,1012.6372,1013.5208
2020-05-17 16:51:24,34.5612,36.2623,35.3838,42.4738,1012.6102,1013.5324
2020-05-17 16:51:32,34.5501,36.2506,35.3720,42.5027,1012.5831,1013.5324
2020-05-17 16:51:39,34.5391,36.2389,35.3603,42.5027,1012.6017,1013.5248
2020-05-17 16:51:47,34.5281,36.2273,35.3485,42.5432,1012.6202,1013.4903
2020-05-17 16:51:54,34.5172,36.2156,35.3368,42.5547,1012.5575,1013.4751
2020-05-17 16:52:02,34.5062,36.2040,35.3251,42.5779,1012.6472,1013.5172
2020-05-17 16:52:09,34.4953,36.1924,35.3134,42.6010,1012.5234,1013.4482
2020-05-17 16:52:17,34.4844,36.1809,35.3018,42.6473,1012.5861,1013.4827
2020-05-17 16:52:24,34.4736,36.1693,35.2902,42.6473,1012.6046,1013.3869
2020-05-17 16:52:32,34.4627,36.1578,35.2786,42.6820,1012.5690,1013.4675
2020-05-17 16:52:40,34.4518,36.1463,35.2670,42.6935,1012.5705,1013.4867
2020-05-17 16:52:47,34.4411,36.1348,35.2554,42.7282,1012.5519,1013.5520
2020-05-17 16:52:55,34.4303,36.1234,35.2439,42.7282,1012.5705,1013.4714
2020-05-17 16:53:02,34.4195,36.1120,35.2324,42.7397,1012.5349,1013.4177
2020-05-17 16:53:10,34.4087,36.1006,35.2209,42.7571,1012.5434,1013.4562
2020-05-17 16:53:17,34.3980,36.0892,35.2094,42.7802,1012.5719,1013.4946
2020-05-17 16:53:25,34.3873,36.0778,35.1980,42.7975,1012.5178,1013.4141
2020-05-17 16:53:32,34.3766,36.0664,35.1866,42.8264,1012.4737,1013.4830
2020-05-17 16:53:40,34.3660,36.0551,35.1752,42.8322,1012.6090,1013.5599
2020-05-17 16:53:47,34.3554,36.0438,35.1638,42.8900,1012.4837,1013.4333
2020-05-17 16:53:55,34.3447,36.0325,35.1525,42.8727,1012.4922,1013.5062
2020-05-17 16:54:02,34.3342,36.0213,35.1412,42.8726,1012.6105,1013.4525
2020-05-17 16:54:10,34.3236,36.0100,35.1299,42.9016,1012.6646,1013.5178
2020-05-17 16:54:18,34.3130,35.9988,35.1186,42.9305,1012.6105,1013.5639
2020-05-17 16:54:25,34.3025,35.9876,35.1073,42.9421,1012.6646,1013.6100
2020-05-17 16:54:33,34.2920,35.9765,35.0961,42.9883,1012.6831,1013.6368
2020-05-17 16:54:40,34.2815,35.9653,35.0849,42.9825,1012.7016,1013.5142
2020-05-17 16:54:48,34.2711,35.9542,35.0737,42.9768,1012.6560,1013.6100
2020-05-17 16:54:55,34.2606,35.9431,35.0625,43.0056,1012.6845,1013.6023
2020-05-17 16:55:03,34.2502,35.9321,35.0514,42.9998,1012.6390,1013.6139
2020-05-17 16:55:11,34.2398,35.9210,35.0402,43.0230,1012.6660,1013.5678
2020-05-17 16:55:19,34.2294,35.9100,35.0291,43.0634,1012.6219,1013.4989
2020-05-17 16:55:26,34.2191,35.8990,35.0181,43.0634,1012.6404,1013.5373
2020-05-17 16:55:34,34.2087,35.8880,35.0070,43.0749,1012.6504,1013.5029
2020-05-17 16:55:41,34.1984,35.8771,34.9960,43.0981,1012.6404,1013.6026
2020-05-17 16:55:49,34.1881,35.8661,34.9849,43.1212,1012.6860,1013.5297
2020-05-17 16:55:57,34.1778,35.8552,34.9739,43.1212,1012.6234,1013.5489
2020-05-17 16:56:05,34.1676,35.8443,34.9630,43.1328,1012.6675,1013.6026
2020-05-17 16:56:12,34.1573,35.8334,34.9520,43.1674,1012.6519,1013.5950
2020-05-17 16:56:20,34.1471,35.8226,34.9411,43.1674,1012.6875,1013.6334
2020-05-17 16:56:28,34.1369,35.8118,34.9302,43.1790,1012.6334,1013.6258
2020-05-17 16:56:35,34.1267,35.8010,34.9193,43.2136,1012.6078,1013.5990
2020-05-17 16:56:43,34.1166,35.7902,34.9084,43.2194,1012.6078,1013.6182
2020-05-17 16:56:50,34.1064,35.7794,34.8975,43.2425,1012.6889,1013.5761
2020-05-17 16:56:58,34.0963,35.7686,34.8867,43.2426,1012.6248,1013.5340
2020-05-17 16:57:06,34.0862,35.7579,34.8759,43.2656,1012.6533,1013.6221
2020-05-17 16:57:14,34.0761,35.7472,34.8651,43.2772,1012.6719,1013.5953
2020-05-17 16:57:22,34.0660,35.7365,34.8543,43.3119,1012.6719,1013.5800
2020-05-17 16:57:29,34.0560,35.7259,34.8436,43.3408,1012.6448,1013.5263
2020-05-17 16:57:37,34.0460,35.7152,34.8329,43.3582,1012.6533,1013.5608
2020-05-17 16:57:44,34.0360,35.7046,34.8221,43.3697,1012.6633,1013.5648
2020-05-17 16:57:52,34.0260,35.6940,34.8115,43.3985,1012.7274,1013.5648
2020-05-17 16:57:59,34.0160,35.6834,34.8008,43.4101,1012.6648,1013.5764
2020-05-17 16:58:08,34.0060,35.6729,34.7901,43.4216,1012.6833,1013.5840
2020-05-17 16:58:15,33.9961,35.6623,34.7795,43.4447,1012.7474,1013.5916
2020-05-17 16:58:23,33.9862,35.6518,34.7689,43.4736,1012.6662,1013.5343
2020-05-17 16:58:31,33.9763,35.6413,34.7583,43.4678,1012.6307,1013.6569
2020-05-17 16:58:39,33.9664,35.6308,34.7477,43.5025,1012.6036,1013.5803
2020-05-17 16:58:46,33.9565,35.6203,34.7372,43.5198,1012.6677,1013.5727
2020-05-17 16:58:54,33.9467,35.6099,34.7267,43.5140,1012.6136,1013.5803
2020-05-17 16:59:02,33.9368,35.5994,34.7162,43.5429,1012.6592,1013.5190
2020-05-17 16:59:09,33.9270,35.5890,34.7057,43.5891,1012.6592,1013.6187
2020-05-17 16:59:17,33.9172,35.5786,34.6952,43.6180,1012.6691,1013.6035
2020-05-17 16:59:25,33.9075,35.5683,34.6848,43.6295,1012.6606,1013.5574
2020-05-17 16:59:33,33.8977,35.5579,34.6743,43.6353,1012.6791,1013.5538
2020-05-17 16:59:40,33.8880,35.5476,34.6639,43.6295,1012.6791,1013.5422
2020-05-17 16:59:49,33.8782,35.5372,34.6535,43.6526,1012.5624,1013.5345
2020-05-17 16:59:56,33.8686,35.5269,34.6432,43.6641,1012.6350,1013.5117
2020-05-17 17:00:04,33.8589,35.5167,34.6328,43.7046,1012.7162,1013.5309
2020-05-17 17:00:12,33.8492,35.5064,34.6225,43.7045,1012.6094,1013.5653
2020-05-17 17:00:19,33.8396,35.4961,34.6122,43.7219,1012.6535,1013.6074
2020-05-17 17:00:28,33.8300,35.4859,34.6019,43.7565,1012.6635,1013.5577
2020-05-17 17:00:35,33.8204,35.4757,34.5916,43.7507,1012.6194,1013.5501
2020-05-17 17:00:43,33.8108,35.4655,34.5813,43.7796,1012.5924,1013.5885
2020-05-17 17:00:51,33.8012,35.4553,34.5711,43.7969,1012.6650,1013.5425
2020-05-17 17:00:59,33.7916,35.4452,34.5609,43.8258,1012.6109,1013.5348
2020-05-17 17:01:07,33.7821,35.4350,34.5507,43.8430,1012.5767,1013.5272
2020-05-17 17:01:14,33.7726,35.4249,34.5405,43.8314,1012.6308,1013.5080
2020-05-17 17:01:22,33.7631,35.4148,34.5303,43.8835,1012.6209,1013.5196
2020-05-17 17:01:30,33.7536,35.4047,34.5202,43.8604,1012.6123,1013.5656
2020-05-17 17:01:38,33.7442,35.3947,34.5101,43.9008,1012.7120,1013.6117
2020-05-17 17:01:45,33.7347,35.3846,34.4999,43.8834,1012.6764,1013.6040
2020-05-17 17:01:54,33.7253,35.3746,34.4899,43.9240,1012.6394,1013.5656
2020-05-17 17:02:01,33.7159,35.3646,34.4798,43.9297,1012.5953,1013.5964
2020-05-17 17:02:09,33.7065,35.3546,34.4697,43.9354,1012.6223,1013.5427
2020-05-17 17:02:17,33.6972,35.3446,34.4597,43.9643,1012.6408,1013.5351
2020-05-17 17:02:25,33.6878,35.3347,34.4497,43.9816,1012.6593,1013.5619
2020-05-17 17:02:33,33.6785,35.3248,34.4397,44.0047,1012.5967,1013.5275
2020-05-17 17:02:41,33.6692,35.3149,34.4297,44.0163,1012.5867,1013.5696
2020-05-17 17:02:49,33.6599,35.3050,34.4198,44.0452,1012.6323,1013.5735
2020-05-17 17:02:56,33.6506,35.2951,34.4098,44.0682,1012.6152,1013.5659
2020-05-17 17:03:05,33.6413,35.2852,34.3999,44.0797,1012.6793,1013.5659
2020-05-17 17:03:12,33.6320,35.2754,34.3900,44.0913,1012.5626,1013.6004
2020-05-17 17:03:20,33.6228,35.2656,34.3801,44.1086,1012.6437,1013.5659
2020-05-17 17:03:28,33.6136,35.2557,34.3703,44.1201,1012.6352,1013.5238
2020-05-17 17:03:36,33.6044,35.2460,34.3604,44.1490,1012.6081,1013.5238
2020-05-17 17:03:44,33.5952,35.2362,34.3506,44.1606,1012.6167,1013.5775
2020-05-17 17:03:51,33.5860,35.2264,34.3408,44.2010,1012.6181,1013.6235
2020-05-17 17:04:00,33.5769,35.2167,34.3310,44.1779,1012.6622,1013.5354
2020-05-17 17:04:07,33.5678,35.2070,34.3212,44.2068,1012.5996,1013.5085
2020-05-17 17:04:16,33.5586,35.1973,34.3115,44.2068,1012.5811,1013.5277
2020-05-17 17:04:24,33.5496,35.1876,34.3018,44.2356,1012.6452,1013.5277
