time,temp_rtd [°C],temp_r [°C],temp_p [°C],humi_r [%],pressure_r [hPa],pressure_p [hPa]
2020-05-17 15:56:22,46.5562,47.8178,48.0641,24.0013,1012.7867,1013.5550
2020-05-17 15:56:27,46.5096,47.7805,48.0158,24.0581,1012.8163,1013.5760
2020-05-17 15:56:32,46.4632,47.7433,47.9678,24.1010,1012.7931,1013.5352
2020-05-17 15:56:38,46.4169,47.7061,47.9198,24.1454,1012.8121,1013.6150
2020-05-17 15:56:43,46.3707,47.6690,47.8720,24.2137,1012.8036,1013.5817
2020-05-17 15:56:48,46.3247,47.6320,47.8244,24.2627,1012.8269,1013.5801
2020-05-17 15:56:54,46.2789,47.5950,47.7770,24.3188,1012.7444,1013.5272
2020-05-17 15:56:59,46.2332,47.5581,47.7297,24.3735,1012.7761,1013.5451
2020-05-17 15:57:05,46.1877,47.5212,47.6825,24.4230,1012.8014,1013.5857
2020-05-17 15:57:10,46.1424,47.4845,47.6355,24.4672,1012.7739,1013.6414
2020-05-17 15:57:15,46.0972,47.4477,47.5887,24.5231,1012.7548,1013.6744
2020-05-17 15:57:21,46.0521,47.4111,47.5420,24.5605,1012.8160,1013.6184
2020-05-17 15:57:26,46.0072,47.3745,47.4955,24.6100,1012.7588,1013.5579
2020-05-17 15:57:31,45.9625,47.3380,47.4491,24.6476,1012.7566,1013.5637
2020-05-17 15:57:37,45.9180,47.3015,47.4029,24.7145,1012.7988,1013.6269
2020-05-17 15:57:42,45.8737,47.2652,47.3568,24.7640,1012.7691,1013.5588
2020-05-17 15:57:47,45.8295,47.2289,47.3109,24.8377,1012.7689,1013.5918
2020-05-17 15:57:52,45.7854,47.1926,47.2651,24.8935,1012.8321,1013.5659
2020-05-17 15:57:58,45.7416,47.1564,47.2195,24.9368,1012.7834,1013.6064
2020-05-17 15:58:04,45.6978,47.1202,47.1741,24.9992,1012.7578,1013.5579
2020-05-17 15:58:09,45.6543,47.0840,47.1288,25.0541,1012.7724,1013.6091
2020-05-17 15:58:14,45.6109,47.0479,47.0837,25.1039,1012.6709,1013.4911
2020-05-17 15:58:20,45.5676,47.0119,47.0387,25.1590,1012.7319,1013.6010
2020-05-17 15:58:25,45.5246,46.9759,46.9938,25.2018,1012.7823,1013.5752
2020-05-17 15:58:31,45.4816,46.9400,46.9491,25.2701,1012.7841,1013.5613
2020-05-17 15:58:36,45.4389,46.9042,46.9046,25.3131,1012.7712,1013.6440
2020-05-17 15:58:41,45.3962,46.8684,46.8602,25.3683,1012.7140,1013.6226
2020-05-17 15:58:47,45.3538,46.8327,46.8160,25.4113,1012.7560,1013.5620
2020-05-17 15:58:52,45.3115,46.7971,46.7719,25.4541,1012.7790,1013.6447
2020-05-17 15:58:58,45.2693,46.7615,46.7279,25.5280,1012.8165,1013.5463
2020-05-17 15:59:03,45.2273,46.7259,46.6840,25.5773,1012.7593,1013.5898
2020-05-17 15:59:08,45.1854,46.6904,46.6403,25.6623,1012.7210,1013.5368
2020-05-17 15:59:14,45.1437,46.6550,46.5968,25.7120,1012.7480,1013.5696
2020-05-17 15:59:19,45.1020,46.6196,46.5534,25.7550,1012.7625,1013.5708
2020-05-17 15:59:25,45.0606,46.5842,46.5101,25.8103,1012.7242,1013.5027
2020-05-17 15:59:30,45.0193,46.5489,46.4669,25.8831,1012.7491,1013.4843
2020-05-17 15:59:35,44.9781,46.5137,46.4239,25.9262,1012.7003,1013.5246
2020-05-17 15:59:41,44.9371,46.4784,46.3811,25.9939,1012.7187,1013.6116
2020-05-17 15:59:46,44.8962,46.4433,46.3383,26.0310,1012.7247,1013.5044
2020-05-17 15:59:52,44.8555,46.4083,46.2957,26.0799,1012.7855,1013.4243
2020-05-17 15:59:57,44.8149,46.3733,46.2533,26.1167,1012.8083,1013.4797
2020-05-17 16:00:02,44.7744,46.3383,46.2110,26.1533,1012.7575,1013.5155
2020-05-17 16:00:08,44.7341,46.3035,46.1688,26.2146,1012.7654,1013.5514
2020-05-17 16:00:14,44.6939,46.2686,46.1268,26.2697,1012.7544,1013.5721
2020-05-17 16:00:19,44.6539,46.2338,46.0849,26.3554,1012.7284,1013.5657
2020-05-17 16:00:25,44.6140,46.1991,46.0432,26.4096,1012.7323,1013.5713
2020-05-17 16:00:30,44.5742,46.1644,46.0016,26.4340,1012.7532,1013.5529
2020-05-17 16:00:36,44.5346,46.1299,45.9601,26.4828,1012.7591,1013.4955
2020-05-17 16:00:41,44.4951,46.0954,45.9188,26.5141,1012.7291,1013.5433
2020-05-17 16:00:46,44.4557,46.0610,45.8776,26.5809,1012.7539,1013.5173
2020-05-17 16:00:52,44.4165,46.0267,45.8365,26.6349,1012.7663,1013.5456
2020-05-17 16:00:57,44.3774,45.9925,45.7956,26.6839,1012.7089,1013.4850
2020-05-17 16:01:03,44.3384,45.9583,45.7548,26.7503,1012.7506,1013.5479
2020-05-17 16:01:09,44.2995,45.9241,45.7142,26.7935,1012.6847,1013.5490
2020-05-17 16:01:14,44.2608,45.8901,45.6737,26.8479,1012.7075,1013.5111
2020-05-17 16:01:20,44.2223,45.8561,45.6332,26.9029,1012.7511,1013.5046
2020-05-17 16:01:25,44.1839,45.8222,45.5930,26.9452,1012.7003,1013.4787
2020-05-17 16:01:31,44.1456,45.7883,45.5528,26.9818,1012.7504,1013.5069
2020-05-17 16:01:36,44.1074,45.7545,45.5128,27.0663,1012.6845,1013.5502
2020-05-17 16:01:41,44.0693,45.7208,45.4730,27.0969,1012.7157,1013.5243
2020-05-17 16:01:48,44.0314,45.6872,45.4332,27.1397,1012.6941,1013.5178
2020-05-17 16:01:53,43.9936,45.6536,45.3936,27.2118,1012.6810,1013.4723
2020-05-17 16:01:59,43.9559,45.6201,45.3542,27.2600,1012.7669,1013.5156
2020-05-17 16:02:04,43.9184,45.5867,45.3148,27.2968,1012.7264,1013.6055
2020-05-17 16:02:09,43.8810,45.5534,45.2756,27.3574,1012.8057,1013.5643
2020-05-17 16:02:15,43.8437,45.5200,45.2365,27.4182,1012.7398,1013.5459
2020-05-17 16:02:21,43.8065,45.4868,45.1975,27.4544,1012.6974,1013.4658
2020-05-17 16:02:26,43.7694,45.4537,45.1586,27.5025,1012.6739,1013.5210
2020-05-17 16:02:32,43.7325,45.4206,45.1199,27.5513,1012.6438,1013.4712
2020-05-17 16:02:37,43.6956,45.3876,45.0813,27.5761,1012.6664,1013.5231
2020-05-17 16:02:44,43.6590,45.3546,45.0428,27.6484,1012.6910,1013.5469
2020-05-17 16:02:49,43.6224,45.3218,45.0044,27.6905,1012.7579,1013.4592
2020-05-17 16:02:54,43.5859,45.2890,44.9661,27.7393,1012.7004,1013.5219
2020-05-17 16:03:00,43.5496,45.2562,44.9280,27.7933,1012.7315,1013.5035
2020-05-17 16:03:05,43.5133,45.2236,44.8900,27.8477,1012.7372,1013.4775
2020-05-17 16:03:12,43.4773,45.1910,44.8521,27.9141,1012.7344,1013.4666
2020-05-17 16:03:17,43.4413,45.1584,44.8143,27.9385,1012.7193,1013.5445
2020-05-17 16:03:23,43.4054,45.1259,44.7767,28.0104,1012.7607,1013.5109
2020-05-17 16:03:28,43.3697,45.0935,44.7391,28.0295,1012.7390,1013.5736
2020-05-17 16:03:34,43.3341,45.0612,44.7017,28.0893,1012.7154,1013.4740
2020-05-17 16:03:40,43.2986,45.0289,44.6644,28.1318,1012.7295,1013.5367
2020-05-17 16:03:45,43.2632,44.9967,44.6272,28.1919,1012.7436,1013.5182
2020-05-17 16:03:51,43.2279,44.9646,44.5902,28.2458,1012.7473,1013.5268
2020-05-17 16:03:56,43.1928,44.9326,44.5533,28.2702,1012.7049,1013.5776
2020-05-17 16:04:02,43.1578,44.9006,44.5164,28.3124,1012.7002,1013.4855
2020-05-17 16:04:08,43.1229,44.8687,44.4797,28.3845,1012.7603,1013.5254
2020-05-17 16:04:13,43.0881,44.8369,44.4431,28.4211,1012.7386,1013.4681
2020-05-17 16:04:19,43.0535,44.8051,44.4067,28.4869,1012.7611,1013.5577
2020-05-17 16:04:25,43.0190,44.7734,44.3703,28.5236,1012.7394,1013.6009
2020-05-17 16:04:30,42.9845,44.7417,44.3341,28.5773,1012.7788,1013.5976
2020-05-17 16:04:36,42.9502,44.7101,44.2979,28.6369,1012.7910,1013.6180
2020-05-17 16:04:42,42.9160,44.6787,44.2619,28.6729,1012.7759,1013.5293
2020-05-17 16:04:47,42.8819,44.6472,44.2260,28.7098,1012.7644,1013.6308
2020-05-17 16:04:53,42.8479,44.6159,44.1903,28.7697,1012.7869,1013.6005
2020-05-17 16:04:58,42.8140,44.5845,44.1546,28.8416,1012.7105,1013.5820
2020-05-17 16:05:05,42.7802,44.5533,44.1190,28.8776,1012.7773,1013.5483
2020-05-17 16:05:10,42.7466,44.5222,44.0836,28.9195,1012.6802,1013.5872
2020-05-17 16:05:16,42.7130,44.4911,44.0483,28.9617,1012.7846,1013.5535
2020-05-17 16:05:22,42.6796,44.4601,44.0130,29.0099,1012.7167,1013.5578
2020-05-17 16:05:27,42.6463,44.4291,43.9779,29.0694,1012.7288,1013.5739
2020-05-17 16:05:33,42.6130,44.3982,43.9429,29.1174,1012.7785,1013.5435
2020-05-17 16:05:39,42.5799,44.3674,43.9080,29.1535,1012.7276,1013.4828
2020-05-17 16:05:45,42.5469,44.3366,43.8732,29.2134,1012.7142,1013.5335
2020-05-17 16:05:50,42.5141,44.3059,43.8386,29.2378,1012.6906,1013.5690
2020-05-17 16:05:56,42.4813,44.2754,43.8040,29.2852,1012.7197,1013.5387
2020-05-17 16:06:02,42.4486,44.2448,43.7696,29.3394,1012.6978,1013.4467
2020-05-17 16:06:07,42.4160,44.2144,43.7352,29.3576,1012.7457,1013.5784
2020-05-17 16:06:13,42.3835,44.1841,43.7010,29.4404,1012.7390,1013.5869
2020-05-17 16:06:19,42.3511,44.1538,43.6669,29.4531,1012.7342,1013.5295
2020-05-17 16:06:24,42.3188,44.1236,43.6328,29.5125,1012.7190,1013.5650
2020-05-17 16:06:30,42.2866,44.0935,43.5989,29.5606,1012.7056,1013.4730
2020-05-17 16:06:36,42.2545,44.0634,43.5651,29.5848,1012.7177,1013.5507
2020-05-17 16:06:42,42.2226,44.0334,43.5314,29.6266,1012.8116,1013.6014
2020-05-17 16:06:47,42.1907,44.0035,43.4978,29.7100,1012.6806,1013.5288
2020-05-17 16:06:53,42.1590,43.9736,43.4643,29.7406,1012.6860,1013.5913
2020-05-17 16:06:59,42.1273,43.9438,43.4309,29.8060,1012.7441,1013.5610
2020-05-17 16:07:05,42.0957,43.9140,43.3976,29.8303,1012.7477,1013.5770
2020-05-17 16:07:11,42.0643,43.8844,43.3644,29.8955,1012.7597,1013.5660
2020-05-17 16:07:16,42.0329,43.8548,43.3313,29.9316,1012.7275,1013.5627
2020-05-17 16:07:22,42.0016,43.8252,43.2983,29.9970,1012.7038,1013.5711
2020-05-17 16:07:28,41.9704,43.7957,43.2654,30.0213,1012.6529,1013.5407
2020-05-17 16:07:34,41.9393,43.7663,43.2326,30.0631,1012.7382,1013.6218
2020-05-17 16:07:40,41.9084,43.7370,43.1999,30.1167,1012.6872,1013.6074
2020-05-17 16:07:45,41.8775,43.7077,43.1673,30.1583,1012.7350,1013.5382
2020-05-17 16:07:52,41.8467,43.6785,43.1348,30.2116,1012.6738,1013.5121
2020-05-17 16:07:57,41.8160,43.6494,43.1025,30.2243,1012.6688,1013.5357
2020-05-17 16:08:03,41.7855,43.6203,43.0702,30.3013,1012.6724,1013.4901
2020-05-17 16:08:09,41.7550,43.5913,43.0380,30.3487,1012.6384,1013.5753
2020-05-17 16:08:14,41.7246,43.5624,43.0059,30.3851,1012.6709,1013.5373
2020-05-17 16:08:21,41.6943,43.5335,42.9739,30.4146,1012.6540,1013.5685
2020-05-17 16:08:26,41.6642,43.5047,42.9420,30.4740,1012.6575,1013.5306
2020-05-17 16:08:32,41.6341,43.4760,42.9102,30.5217,1012.6610,1013.5078
2020-05-17 16:08:38,41.6041,43.4474,42.8785,30.5634,1012.6458,1013.4926
2020-05-17 16:08:44,41.5742,43.4188,42.8469,30.6108,1012.7208,1013.5550
2020-05-17 16:08:50,41.5443,43.3903,42.8154,30.6468,1012.6885,1013.5170
2020-05-17 16:08:55,41.5146,43.3618,42.7840,30.6709,1012.6733,1013.5794
2020-05-17 16:09:02,41.4850,43.3335,42.7527,30.7188,1012.6053,1013.5566
2020-05-17 16:09:07,41.4555,43.3051,42.7215,30.7543,1012.6615,1013.4798
2020-05-17 16:09:13,41.4260,43.2769,42.6904,30.8313,1012.6565,1013.4806
2020-05-17 16:09:19,41.3966,43.2487,42.6593,30.8496,1012.6600,1013.4578
2020-05-17 16:09:25,41.3674,43.2206,42.6284,30.9147,1012.7265,1013.4814
2020-05-17 16:09:31,41.3382,43.1925,42.5975,30.9267,1012.7912,1013.5126
2020-05-17 16:09:37,41.3091,43.1645,42.5668,30.9800,1012.7214,1013.5632
2020-05-17 16:09:43,41.2801,43.1366,42.5361,31.0333,1012.6517,1013.5522
2020-05-17 16:09:49,41.2512,43.1088,42.5056,31.0692,1012.7096,1013.4948
2020-05-17 16:09:54,41.2224,43.0810,42.4751,31.1169,1012.7046,1013.5335
2020-05-17 16:10:01,41.1936,43.0533,42.4447,31.1586,1012.7081,1013.5689
2020-05-17 16:10:06,41.1650,43.0256,42.4144,31.2178,1012.7115,1013.5115
2020-05-17 16:10:13,41.1364,42.9980,42.3842,31.2770,1012.6690,1013.4811
2020-05-17 16:10:18,41.1079,42.9704,42.3541,31.3069,1012.6538,1013.5047
2020-05-17 16:10:24,41.0795,42.9429,42.3241,31.3485,1012.7116,1013.5089
2020-05-17 16:10:30,41.0512,42.9155,42.2942,31.4195,1012.6879,1013.4709
2020-05-17 16:10:36,41.0230,42.8881,42.2643,31.4494,1012.6369,1013.5366
2020-05-17 16:10:42,40.9949,42.8608,42.2346,31.4732,1012.7475,1013.5871
2020-05-17 16:10:48,40.9669,42.8336,42.2049,31.5320,1012.7305,1013.6107
2020-05-17 16:10:54,40.9389,42.8065,42.1753,31.5679,1012.6710,1013.6114
2020-05-17 16:11:00,40.9110,42.7794,42.1458,31.6208,1012.7084,1013.4807
2020-05-17 16:11:05,40.8832,42.7524,42.1164,31.6326,1012.7543,1013.6350
2020-05-17 16:11:12,40.8555,42.7255,42.0871,31.6684,1012.7033,1013.5970
2020-05-17 16:11:18,40.8279,42.6986,42.0578,31.7275,1012.7152,1013.6205
2020-05-17 16:11:24,40.8003,42.6718,42.0287,31.7748,1012.7271,1013.6247
2020-05-17 16:11:30,40.7728,42.6451,41.9996,31.7868,1012.7833,1013.6828
2020-05-17 16:11:36,40.7455,42.6185,41.9707,31.8459,1012.7408,1013.5984
2020-05-17 16:11:42,40.7182,42.5919,41.9418,31.8816,1012.6438,1013.6143
2020-05-17 16:11:47,40.6910,42.5653,41.9130,31.8994,1012.6999,1013.5915
2020-05-17 16:11:54,40.6638,42.5389,41.8843,31.9586,1012.7850,1013.6303
2020-05-17 16:11:59,40.6368,42.5125,41.8556,32.0117,1012.7782,1013.6731
2020-05-17 16:12:06,40.6098,42.4861,41.8271,32.0650,1012.7731,1013.6234
2020-05-17 16:12:12,40.5829,42.4598,41.7986,32.1063,1012.7475,1013.6199
2020-05-17 16:12:18,40.5561,42.4336,41.7703,32.1479,1012.8053,1013.6317
2020-05-17 16:12:24,40.5294,42.4074,41.7420,32.1835,1012.7628,1013.6013
2020-05-17 16:12:29,40.5028,42.3813,41.7137,32.2133,1012.7203,1013.6517
2020-05-17 16:12:36,40.4762,42.3552,41.6856,32.2665,1012.7509,1013.6946
2020-05-17 16:12:42,40.4497,42.3292,41.6575,32.3077,1012.7253,1013.5716
2020-05-17 16:12:48,40.4233,42.3033,41.6296,32.3490,1012.7542,1013.5992
2020-05-17 16:12:54,40.3969,42.2774,41.6017,32.3964,1012.7576,1013.6186
2020-05-17 16:13:00,40.3707,42.2515,41.5739,32.4435,1012.7508,1013.6573
2020-05-17 16:13:06,40.3445,42.2258,41.5461,32.5143,1012.7541,1013.6462
2020-05-17 16:13:12,40.3184,42.2000,41.5185,32.5381,1012.7473,1013.6310
2020-05-17 16:13:18,40.2924,42.1744,41.4909,32.5973,1012.7880,1013.6814
2020-05-17 16:13:24,40.2665,42.1488,41.4634,32.6560,1012.7982,1013.6123
2020-05-17 16:13:31,40.2406,42.1232,41.4360,32.6739,1012.7370,1013.6897
2020-05-17 16:13:36,40.2148,42.0978,41.4087,32.7035,1012.8389,1013.7554
2020-05-17 16:13:43,40.1891,42.0724,41.3814,32.7625,1012.7607,1013.6171
2020-05-17 16:13:48,40.1634,42.0470,41.3543,32.7979,1012.7080,1013.5598
2020-05-17 16:13:54,40.1379,42.0217,41.3272,32.8391,1012.8099,1013.5908
2020-05-17 16:14:01,40.1124,41.9964,41.3002,32.8863,1012.7759,1013.5874
2020-05-17 16:14:07,40.0870,41.9713,41.2732,32.9393,1012.7605,1013.6337
2020-05-17 16:14:13,40.0617,41.9461,41.2464,32.9630,1012.7894,1013.6378
2020-05-17 16:14:19,40.0365,41.9211,41.2196,33.0041,1012.8182,1013.6150
2020-05-17 16:14:26,40.0113,41.8961,41.1929,33.0337,1012.8114,1013.6232
2020-05-17 16:14:31,39.9862,41.8712,41.1663,33.0865,1012.7672,1013.6039
2020-05-17 16:14:37,39.9612,41.8463,41.1398,33.1220,1012.6974,1013.6619
2020-05-17 16:14:44,39.9362,41.8215,41.1133,33.1457,1012.7449,1013.6087
2020-05-17 16:14:50,39.9114,41.7968,41.0869,33.1810,1012.8281,1013.6398
2020-05-17 16:14:56,39.8866,41.7721,41.0606,33.2397,1012.7754,1013.6321
2020-05-17 16:15:02,39.8619,41.7476,41.0344,33.2691,1012.7312,1013.6632
2020-05-17 16:15:09,39.8372,41.7230,41.0082,33.3104,1012.7159,1013.5402
2020-05-17 16:15:14,39.8127,41.6985,40.9821,33.3398,1012.7532,1013.6058
2020-05-17 16:15:21,39.7882,41.6741,40.9561,33.3929,1012.7837,1013.5871
2020-05-17 16:15:27,39.7638,41.6498,40.9302,33.4338,1012.8024,1013.5602
2020-05-17 16:15:33,39.7394,41.6255,40.9043,33.4517,1012.7683,1013.6106
2020-05-17 16:15:39,39.7151,41.6013,40.8785,33.4870,1012.8243,1013.6417
2020-05-17 16:15:45,39.6909,41.5771,40.8528,33.5282,1012.7903,1013.6727
2020-05-17 16:15:52,39.6668,41.5530,40.8272,33.5751,1012.8276,1013.6423
2020-05-17 16:15:58,39.6427,41.5290,40.8016,33.6341,1012.8224,1013.6692
2020-05-17 16:16:04,39.6187,41.5050,40.7761,33.6692,1012.7595,1013.6388
2020-05-17 16:16:10,39.5948,41.4810,40.7507,33.7104,1012.7985,1013.6042
2020-05-17 16:16:16,39.5709,41.4572,40.7254,33.7341,1012.6829,1013.6892
2020-05-17 16:16:23,39.5471,41.4334,40.7001,33.7751,1012.8374,1013.5972
2020-05-17 16:16:28,39.5234,41.4096,40.6750,33.8162,1012.7490,1013.6587
2020-05-17 16:16:35,39.4998,41.3859,40.6498,33.8280,1012.7677,1013.7015
2020-05-17 16:16:41,39.4762,41.3623,40.6248,33.8986,1012.8168,1013.6517
2020-05-17 16:16:48,39.4527,41.3387,40.5998,33.8814,1012.7284,1013.5750
2020-05-17 16:16:53,39.4293,41.3152,40.5749,33.9869,1012.7674,1013.6289
2020-05-17 16:17:00,39.4059,41.2917,40.5501,33.9927,1012.7130,1013.6986
2020-05-17 16:17:06,39.3826,41.2683,40.5253,34.0396,1012.7962,1013.6910
2020-05-17 16:17:12,39.3593,41.2449,40.5006,34.0808,1012.7536,1013.6951
2020-05-17 16:17:19,39.3362,41.2216,40.4760,34.1279,1012.7654,1013.6377
2020-05-17 16:17:25,39.3131,41.1984,40.4514,34.1689,1012.7755,1013.6494
2020-05-17 16:17:31,39.2900,41.1752,40.4269,34.2100,1012.7686,1013.6998
2020-05-17 16:17:37,39.2670,41.1521,40.4025,34.2450,1012.7958,1013.6729
2020-05-17 16:17:44,39.2441,41.1290,40.3782,34.2805,1012.7990,1013.6770
2020-05-17 16:17:50,39.2213,41.1060,40.3539,34.3506,1012.7905,1013.7501
2020-05-17 16:17:56,39.1985,41.0830,40.3297,34.3335,1012.7394,1013.6389
2020-05-17 16:18:02,39.1757,41.0601,40.3056,34.3803,1012.8667,1013.6851
2020-05-17 16:18:09,39.1531,41.0373,40.2815,34.4389,1012.8241,1013.7431
2020-05-17 16:18:15,39.1305,41.0145,40.2575,34.4742,1012.8529,1013.6664
2020-05-17 16:18:21,39.1079,40.9918,40.2336,34.5092,1012.8172,1013.6705
2020-05-17 16:18:28,39.0855,40.9691,40.2097,34.5447,1012.8476,1013.6705
2020-05-17 16:18:34,39.0631,40.9464,40.1859,34.5739,1012.7848,1013.6939
2020-05-17 16:18:41,39.0408,40.9239,40.1622,34.6326,1012.7609,1013.6248
2020-05-17 16:18:46,39.0185,40.9014,40.1385,34.6736,1012.8253,1013.5944
2020-05-17 16:18:53,38.9963,40.8789,40.1149,34.7027,1012.8525,1013.6406
2020-05-17 16:18:59,38.9742,40.8565,40.0914,34.7263,1012.8184,1013.6254
2020-05-17 16:19:05,38.9521,40.8341,40.0679,34.7789,1012.7742,1013.6564
2020-05-17 16:19:12,38.9301,40.8118,40.0445,34.8142,1012.7945,1013.6488
2020-05-17 16:19:18,38.9081,40.7896,40.0212,34.8319,1012.8775,1013.7067
2020-05-17 16:19:25,38.8863,40.7674,39.9979,34.8786,1012.8147,1013.6646
2020-05-17 16:19:31,38.8644,40.7453,39.9747,34.9080,1012.7806,1013.6880
2020-05-17 16:19:37,38.8427,40.7232,39.9516,34.9726,1012.8025,1013.6189
2020-05-17 16:19:43,38.8210,40.7012,39.9285,34.9785,1012.8211,1013.6652
2020-05-17 16:19:50,38.7993,40.6792,39.9055,35.0369,1012.8584,1013.6347
2020-05-17 16:19:56,38.7777,40.6573,39.8825,35.0545,1012.8413,1013.6657
2020-05-17 16:20:02,38.7562,40.6354,39.8596,35.1248,1012.8174,1013.6388
2020-05-17 16:20:09,38.7348,40.6136,39.8368,35.1424,1012.8360,1013.6698
2020-05-17 16:20:15,38.7134,40.5919,39.8140,35.1774,1012.8546,1013.6200
2020-05-17 16:20:22,38.6921,40.5701,39.7913,35.2243,1012.8935,1013.8085
2020-05-17 16:20:28,38.6708,40.5485,39.7687,35.2593,1012.8578,1013.7049
2020-05-17 16:20:35,38.6496,40.5269,39.7461,35.2828,1012.8051,1013.7089
2020-05-17 16:20:41,38.6284,40.5053,39.7236,35.3238,1012.8339,1013.7897
2020-05-17 16:20:47,38.6073,40.4839,39.7012,35.3590,1012.8270,1013.7323
2020-05-17 16:20:53,38.5862,40.4624,39.6788,35.3881,1012.8626,1013.6516
2020-05-17 16:21:00,38.5653,40.4410,39.6565,35.4175,1012.8557,1013.6902
2020-05-17 16:21:06,38.5443,40.4197,39.6342,35.4116,1012.8014,1013.6750
2020-05-17 16:21:13,38.5235,40.3985,39.6120,35.4993,1012.8131,1013.7136
2020-05-17 16:21:19,38.5027,40.3773,39.5899,35.5227,1012.8503,1013.7252
2020-05-17 16:21:25,38.4820,40.3561,39.5678,35.5695,1012.8519,1013.6486
2020-05-17 16:21:32,38.4613,40.3350,39.5458,35.5987,1012.8620,1013.6948
2020-05-17 16:21:38,38.4406,40.3139,39.5239,35.6397,1012.8280,1013.7141
2020-05-17 16:21:45,38.4201,40.2929,39.5020,35.6573,1012.8466,1013.6643
2020-05-17 16:21:51,38.3996,40.2719,39.4802,35.6982,1012.8210,1013.6760
2020-05-17 16:21:58,38.3791,40.2510,39.4584,35.7450,1012.8226,1013.6339
2020-05-17 16:22:04,38.3587,40.2302,39.4367,35.7800,1012.8598,1013.7187
2020-05-17 16:22:11,38.3384,40.2094,39.4151,35.7977,1012.7986,1013.6151
2020-05-17 16:22:17,38.3181,40.1886,39.3935,35.8385,1012.8258,1013.6958
2020-05-17 16:22:23,38.2978,40.1680,39.3720,35.8619,1012.8087,1013.6385
2020-05-17 16:22:30,38.2777,40.1473,39.3505,35.9204,1012.8747,1013.7578
2020-05-17 16:22:36,38.2575,40.1267,39.3291,35.9263,1012.8576,1013.7309
2020-05-17 16:22:43,38.2375,40.1061,39.3077,35.9789,1012.8592,1013.6618
2020-05-17 16:22:49,38.2175,40.0856,39.2864,36.0140,1012.8337,1013.7080
2020-05-17 16:22:56,38.1975,40.0652,39.2652,36.0257,1012.7437,1013.6583
2020-05-17 16:23:02,38.1776,40.0447,39.2440,36.0957,1012.8267,1013.6852
2020-05-17 16:23:09,38.1578,40.0244,39.2229,36.1132,1012.8368,1013.6547
2020-05-17 16:23:15,38.1380,40.0041,39.2018,36.1366,1012.8469,1013.6781
2020-05-17 16:23:22,38.1182,39.9838,39.1808,36.1716,1012.8113,1013.7319
2020-05-17 16:23:28,38.0985,39.9636,39.1598,36.2068,1012.7873,1013.7167
2020-05-17 16:23:35,38.0789,39.9435,39.1389,36.2475,1012.8500,1013.6400
2020-05-17 16:23:41,38.0593,39.9234,39.1180,36.2767,1012.8873,1013.7131
2020-05-17 16:23:47,38.0398,39.9033,39.0972,36.2885,1012.8702,1013.6786
2020-05-17 16:23:54,38.0203,39.8833,39.0765,36.3466,1012.7888,1013.6826
2020-05-17 16:24:00,38.0009,39.8634,39.0558,36.3759,1012.9260,1013.6522
2020-05-17 16:24:07,37.9815,39.8435,39.0352,36.4167,1012.8276,1013.6445
2020-05-17 16:24:13,37.9622,39.8237,39.0146,36.4518,1012.8834,1013.6867
2020-05-17 16:24:20,37.9429,39.8039,38.9941,36.4869,1012.9307,1013.6638
2020-05-17 16:24:26,37.9237,39.7842,38.9737,36.5102,1012.8494,1013.6948
2020-05-17 16:24:33,37.9046,39.7645,38.9532,36.5627,1012.8780,1013.6796
2020-05-17 16:24:39,37.8855,39.7448,38.9329,36.5919,1012.8339,1013.7141
2020-05-17 16:24:46,37.8664,39.7252,38.9126,36.6268,1012.8881,1013.6029
2020-05-17 16:24:53,37.8474,39.7057,38.8923,36.6385,1012.8626,1013.7298
2020-05-17 16:24:59,37.8284,39.6862,38.8722,36.6851,1012.8812,1013.7491
2020-05-17 16:25:06,37.8095,39.6667,38.8520,36.7202,1012.8742,1013.6800
2020-05-17 16:25:12,37.7907,39.6473,38.8319,36.7378,1012.8300,1013.6648
2020-05-17 16:25:19,37.7719,39.6280,38.8119,36.7728,1012.8672,1013.6496
2020-05-17 16:25:25,37.7531,39.6086,38.7919,36.7961,1012.7960,1013.6958
2020-05-17 16:25:32,37.7344,39.5894,38.7720,36.8254,1012.8704,1013.6729
2020-05-17 16:25:38,37.7158,39.5701,38.7521,36.8720,1012.7991,1013.7039
2020-05-17 16:25:45,37.6971,39.5510,38.7323,36.9011,1012.9076,1013.6501
2020-05-17 16:25:52,37.6786,39.5318,38.7125,36.9128,1012.8634,1013.6693
2020-05-17 16:25:59,37.6601,39.5128,38.6928,36.9768,1012.8463,1013.6003
2020-05-17 16:26:05,37.6416,39.4937,38.6731,37.0236,1012.7952,1013.6120
2020-05-17 16:26:12,37.6232,39.4747,38.6535,37.0353,1012.8138,1013.6505
2020-05-17 16:26:18,37.6049,39.4557,38.6340,37.0877,1012.8239,1013.6353
2020-05-17 16:26:25,37.5866,39.4368,38.6144,37.1285,1012.8068,1013.6470
2020-05-17 16:26:31,37.5683,39.4179,38.5950,37.1460,1012.8712,1013.7124
2020-05-17 16:26:38,37.5502,39.3991,38.5756,37.1927,1012.8913,1013.6662
2020-05-17 16:26:45,37.5320,39.3803,38.5562,37.2276,1012.8642,1013.6586
2020-05-17 16:26:51,37.5139,39.3616,38.5369,37.2567,1012.8014,1013.6896
2020-05-17 16:26:58,37.4959,39.3429,38.5177,37.3033,1012.8386,1013.6819
